DATE,JDAY,TA,RN,ST
2018-04-25 12,115.5,19,-999,堡林
2018-04-25 13,115.541666666667,20.4,-999,堡林
2018-04-25 14,115.583333333333,20.4,-999,堡林
2018-04-25 15,115.625,21.5,-999,堡林
2018-04-25 16,115.666666666667,22.5,-999,堡林
2018-04-25 17,115.708333333333,20.6,-999,堡林
2018-04-25 18,115.75,19,-999,堡林
2018-04-25 19,115.791666666667,17,-999,堡林
2018-04-25 20,115.833333333333,15.9,-999,堡林
2018-04-25 21,115.875,14.9,-999,堡林
2018-04-25 22,115.916666666667,14.2,-999,堡林
2018-04-25 23,115.958333333333,13.7,-999,堡林
2018-04-26 00,116,13,-999,堡林
2018-04-26 01,116.041666666667,12.3,-999,堡林
2018-04-26 02,116.083333333333,11.3,-999,堡林
2018-04-26 03,116.125,11.3,-999,堡林
2018-04-26 04,116.166666666667,10.8,-999,堡林
2018-04-26 05,116.208333333333,10,-999,堡林
2018-04-26 06,116.25,9.9,-999,堡林
2018-04-26 07,116.291666666667,10.5,-999,堡林
2018-04-26 08,116.333333333333,12.5,-999,堡林
2018-04-26 09,116.375,14,-999,堡林
2018-04-26 10,116.416666666667,16.6,-999,堡林
2018-04-26 11,116.458333333333,19.2,-999,堡林
2018-04-26 12,116.5,20.8,-999,堡林
2018-04-26 13,116.541666666667,22.1,-999,堡林
2018-04-26 14,116.583333333333,22,-999,堡林
2018-04-26 15,116.625,23.1,-999,堡林
2018-04-26 16,116.666666666667,23.1,-999,堡林
2018-04-26 17,116.708333333333,22.1,-999,堡林
2018-04-26 18,116.75,20.3,-999,堡林
2018-04-26 19,116.791666666667,18.1,-999,堡林
2018-04-26 20,116.833333333333,16.7,-999,堡林
2018-04-26 21,116.875,15.2,-999,堡林
2018-04-26 22,116.916666666667,14.4,-999,堡林
2018-04-26 23,116.958333333333,13.1,-999,堡林
2018-04-27 00,117,12.6,-999,堡林
2018-04-27 01,117.041666666667,12.4,-999,堡林
2018-04-27 02,117.083333333333,11.4,-999,堡林
2018-04-27 03,117.125,11.5,-999,堡林
2018-04-27 04,117.166666666667,10.5,-999,堡林
2018-04-27 05,117.208333333333,10.6,-999,堡林
2018-04-27 06,117.25,9.9,-999,堡林
2018-04-27 07,117.291666666667,10.5,-999,堡林
2018-04-27 08,117.333333333333,11.9,-999,堡林
2018-04-27 09,117.375,14,-999,堡林
2018-04-27 10,117.416666666667,16.1,-999,堡林
2018-04-27 11,117.458333333333,18.2,-999,堡林
2018-04-27 12,117.5,19.3,-999,堡林
2018-04-27 13,117.541666666667,21.7,-999,堡林
2018-04-27 14,117.583333333333,21.7,-999,堡林
2018-04-27 15,117.625,23.3,-999,堡林
2018-04-27 16,117.666666666667,23.2,-999,堡林
2018-04-27 17,117.708333333333,22.7,-999,堡林
2018-04-27 18,117.75,21.2,-999,堡林
2018-04-27 19,117.791666666667,19.3,-999,堡林
2018-04-27 20,117.833333333333,17.7,-999,堡林
2018-04-27 21,117.875,16.3,-999,堡林
2018-04-27 22,117.916666666667,15.5,-999,堡林
2018-04-27 23,117.958333333333,14.9,-999,堡林
2018-04-28 00,118,14.2,-999,堡林
2018-04-28 01,118.041666666667,13.2,-999,堡林
2018-04-28 02,118.083333333333,13,-999,堡林
2018-04-28 03,118.125,12.1,-999,堡林
2018-04-28 04,118.166666666667,11.9,-999,堡林
2018-04-28 05,118.208333333333,11.7,-999,堡林
2018-04-28 06,118.25,11.2,-999,堡林
2018-04-28 07,118.291666666667,12,-999,堡林
2018-04-28 08,118.333333333333,13.8,-999,堡林
2018-04-28 09,118.375,15.4,-999,堡林
2018-04-28 10,118.416666666667,18.4,-999,堡林
2018-04-28 11,118.458333333333,20.3,-999,堡林
2018-04-28 12,118.5,22.1,-999,堡林
2018-04-28 13,118.541666666667,24,-999,堡林
2018-04-28 14,118.583333333333,23.8,-999,堡林
2018-04-28 15,118.625,25.4,-999,堡林
2018-04-28 16,118.666666666667,24.6,-999,堡林
2018-04-28 17,118.708333333333,24,-999,堡林
2018-04-28 18,118.75,23.3,-999,堡林
2018-04-28 19,118.791666666667,21.2,-999,堡林
2018-04-28 20,118.833333333333,19.6,-999,堡林
2018-04-28 21,118.875,18.3,-999,堡林
2018-04-28 22,118.916666666667,16.6,-999,堡林
2018-04-28 23,118.958333333333,15.8,-999,堡林
2018-04-29 00,119,14.7,-999,堡林
2018-04-29 01,119.041666666667,13.8,-999,堡林
2018-04-29 02,119.083333333333,13,-999,堡林
2018-04-29 03,119.125,11.7,-999,堡林
2018-04-29 04,119.166666666667,11.6,-999,堡林
2018-04-29 05,119.208333333333,10.8,-999,堡林
2018-04-29 06,119.25,10,-999,堡林
2018-04-29 07,119.291666666667,10,-999,堡林
2018-04-29 08,119.333333333333,12.7,-999,堡林
2018-04-29 09,119.375,16.1,-999,堡林
2018-04-29 10,119.416666666667,18.7,-999,堡林
2018-04-29 11,119.458333333333,21.9,-999,堡林
2018-04-29 12,119.5,23.1,-999,堡林
2018-04-29 13,119.541666666667,24.1,-999,堡林
2018-04-29 14,119.583333333333,25.4,-999,堡林
2018-04-29 15,119.625,25.6,-999,堡林
2018-04-29 16,119.666666666667,25.2,-999,堡林
2018-04-29 17,119.708333333333,23.7,-999,堡林
2018-04-29 18,119.75,21.6,-999,堡林
2018-04-29 19,119.791666666667,19.6,-999,堡林
2018-04-29 20,119.833333333333,18.3,-999,堡林
2018-04-29 21,119.875,17.7,-999,堡林
2018-04-29 22,119.916666666667,17,-999,堡林
2018-04-29 23,119.958333333333,16.8,-999,堡林
2018-04-30 00,120,17.3,-999,堡林
2018-04-30 01,120.041666666667,16.6,-999,堡林
2018-04-30 02,120.083333333333,16.8,-999,堡林
2018-04-30 03,120.125,16.8,-999,堡林
2018-04-30 04,120.166666666667,16.7,-999,堡林
2018-04-30 05,120.208333333333,16.5,-999,堡林
2018-04-30 06,120.25,16.4,-999,堡林
2018-04-30 07,120.291666666667,17.1,-999,堡林
2018-04-30 08,120.333333333333,17.7,-999,堡林
2018-04-30 09,120.375,18.8,-999,堡林
2018-04-30 10,120.416666666667,20.2,-999,堡林
2018-04-30 11,120.458333333333,22.2,-999,堡林
2018-04-30 12,120.5,22.6,-999,堡林
2018-04-30 13,120.541666666667,23.7,-999,堡林
2018-04-30 14,120.583333333333,24.9,-999,堡林
2018-04-30 15,120.625,24.1,-999,堡林
2018-04-30 16,120.666666666667,23.1,-999,堡林
2018-04-30 17,120.708333333333,23,-999,堡林
2018-04-30 18,120.75,21.2,-999,堡林
2018-04-30 19,120.791666666667,19.9,-999,堡林
2018-04-30 20,120.833333333333,19.2,-999,堡林
2018-04-30 21,120.875,18.6,-999,堡林
2018-04-30 22,120.916666666667,18.4,-999,堡林
2018-04-30 23,120.958333333333,18.1,-999,堡林
2018-05-01 00,121,17.3,-999,堡林
2018-05-01 01,121.041666666667,18,-999,堡林
2018-05-01 02,121.083333333333,17.1,-999,堡林
2018-05-01 03,121.125,17.1,-999,堡林
2018-05-01 04,121.166666666667,17.2,-999,堡林
2018-05-01 05,121.208333333333,16.7,-999,堡林
2018-05-01 06,121.25,16.4,-999,堡林
2018-05-01 07,121.291666666667,17.1,-999,堡林
2018-05-01 08,121.333333333333,18.5,-999,堡林
2018-05-01 09,121.375,21.2,-999,堡林
2018-05-01 10,121.416666666667,22.5,-999,堡林
2018-05-01 11,121.458333333333,23.4,-999,堡林
2018-05-01 12,121.5,22.4,-999,堡林
2018-05-01 13,121.541666666667,23.7,-999,堡林
2018-05-01 14,121.583333333333,22.6,-999,堡林
2018-05-01 15,121.625,21.3,-999,堡林
2018-05-01 16,121.666666666667,21,-999,堡林
2018-05-01 17,121.708333333333,21,-999,堡林
2018-05-01 18,121.75,20.8,-999,堡林
2018-05-01 19,121.791666666667,20.5,-999,堡林
2018-05-01 20,121.833333333333,20.2,-999,堡林
2018-05-01 21,121.875,19.7,-999,堡林
2018-05-01 22,121.916666666667,19.4,-999,堡林
2018-05-01 23,121.958333333333,19.5,-999,堡林
2018-05-02 00,122,18.9,-999,堡林
2018-05-02 01,122.041666666667,18.7,-999,堡林
2018-05-02 02,122.083333333333,18.7,-999,堡林
2018-05-02 03,122.125,19.1,-999,堡林
2018-05-02 04,122.166666666667,19.1,-999,堡林
2018-05-02 05,122.208333333333,18.8,-999,堡林
2018-05-02 06,122.25,18.4,-999,堡林
2018-05-02 07,122.291666666667,18.7,-999,堡林
2018-05-02 08,122.333333333333,18.5,-999,堡林
2018-05-02 09,122.375,18.7,-999,堡林
2018-05-02 10,122.416666666667,18.7,-999,堡林
2018-05-02 11,122.458333333333,19.3,-999,堡林
2018-05-02 12,122.5,19.3,-999,堡林
2018-05-02 13,122.541666666667,19.8,-999,堡林
2018-05-02 14,122.583333333333,20.3,-999,堡林
2018-05-02 15,122.625,20.1,-999,堡林
2018-05-02 16,122.666666666667,16.6,-999,堡林
2018-05-02 17,122.708333333333,14.8,-999,堡林
2018-05-02 18,122.75,12.9,-999,堡林
2018-05-02 19,122.791666666667,11.8,-999,堡林
2018-05-02 20,122.833333333333,11.3,-999,堡林
2018-05-02 21,122.875,11.2,-999,堡林
2018-05-02 22,122.916666666667,11.1,-999,堡林
2018-05-02 23,122.958333333333,10.9,-999,堡林
2018-05-03 00,123,10.9,-999,堡林
2018-05-03 01,123.041666666667,11,-999,堡林
2018-05-03 02,123.083333333333,10.5,-999,堡林
2018-05-03 03,123.125,9.4,-999,堡林
2018-05-03 04,123.166666666667,9.7,-999,堡林
2018-05-03 05,123.208333333333,9.5,-999,堡林
2018-05-03 06,123.25,9.5,-999,堡林
2018-05-03 07,123.291666666667,10.3,-999,堡林
2018-05-03 08,123.333333333333,12.6,-999,堡林
2018-05-03 09,123.375,15,-999,堡林
2018-05-03 10,123.416666666667,16.6,-999,堡林
2018-05-03 11,123.458333333333,15.3,-999,堡林
2018-05-03 12,123.5,15.4,-999,堡林
2018-05-03 13,123.541666666667,14.9,-999,堡林
2018-05-03 14,123.583333333333,14.1,-999,堡林
2018-05-03 15,123.625,15.8,-999,堡林
2018-05-03 16,123.666666666667,15.9,-999,堡林
2018-05-03 17,123.708333333333,15,-999,堡林
2018-05-03 18,123.75,13.1,-999,堡林
2018-05-03 19,123.791666666667,11.7,-999,堡林
2018-05-03 20,123.833333333333,11.2,-999,堡林
2018-05-03 21,123.875,10.7,-999,堡林
2018-05-03 22,123.916666666667,11,-999,堡林
2018-05-03 23,123.958333333333,10.2,-999,堡林
2018-05-04 00,124,10.1,-999,堡林
2018-05-04 01,124.041666666667,9.6,-999,堡林
2018-05-04 02,124.083333333333,8.8,-999,堡林
2018-05-04 03,124.125,9,-999,堡林
2018-05-04 04,124.166666666667,8.6,-999,堡林
2018-05-04 05,124.208333333333,8.1,-999,堡林
2018-05-04 06,124.25,8.2,-999,堡林
2018-05-04 07,124.291666666667,9.4,-999,堡林
2018-05-04 08,124.333333333333,12.4,-999,堡林
2018-05-04 09,124.375,14.6,-999,堡林
2018-05-04 10,124.416666666667,17.7,-999,堡林
2018-05-04 11,124.458333333333,18.9,-999,堡林
2018-05-04 12,124.5,20.2,-999,堡林
2018-05-04 13,124.541666666667,21.1,-999,堡林
2018-05-04 14,124.583333333333,21.5,-999,堡林
2018-05-04 15,124.625,20.7,-999,堡林
2018-05-04 16,124.666666666667,20.3,-999,堡林
2018-05-04 17,124.708333333333,20.3,-999,堡林
2018-05-04 18,124.75,18.6,-999,堡林
2018-05-04 19,124.791666666667,16.8,-999,堡林
2018-05-04 20,124.833333333333,15.2,-999,堡林
2018-05-04 21,124.875,14.6,-999,堡林
2018-05-04 22,124.916666666667,14.2,-999,堡林
2018-05-04 23,124.958333333333,13.4,-999,堡林
2018-05-05 00,125,12.8,-999,堡林
2018-05-05 01,125.041666666667,12.6,-999,堡林
2018-05-05 02,125.083333333333,12.3,-999,堡林
2018-05-05 03,125.125,11.4,-999,堡林
2018-05-05 04,125.166666666667,11,-999,堡林
2018-05-05 05,125.208333333333,10.2,-999,堡林
2018-05-05 06,125.25,10.3,-999,堡林
2018-05-05 07,125.291666666667,11.8,-999,堡林
2018-05-05 08,125.333333333333,14.3,-999,堡林
2018-05-05 09,125.375,16.6,-999,堡林
2018-05-05 10,125.416666666667,19.3,-999,堡林
2018-05-05 11,125.458333333333,21.7,-999,堡林
2018-05-05 12,125.5,23.3,-999,堡林
2018-05-05 13,125.541666666667,24,-999,堡林
2018-05-05 14,125.583333333333,25.1,-999,堡林
2018-05-05 15,125.625,24.2,-999,堡林
2018-05-05 16,125.666666666667,24.6,-999,堡林
2018-05-05 17,125.708333333333,23.6,-999,堡林
2018-05-05 18,125.75,22,-999,堡林
2018-05-05 19,125.791666666667,21.1,-999,堡林
2018-05-05 20,125.833333333333,20.8,-999,堡林
2018-05-05 21,125.875,20.5,-999,堡林
2018-05-05 22,125.916666666667,20.2,-999,堡林
2018-05-05 23,125.958333333333,19.6,-999,堡林
2018-05-06 00,126,19,-999,堡林
2018-05-06 01,126.041666666667,18.8,-999,堡林
2018-05-06 02,126.083333333333,17.6,-999,堡林
2018-05-06 03,126.125,16.6,-999,堡林
2018-05-06 04,126.166666666667,17,-999,堡林
2018-05-06 05,126.208333333333,15.9,-999,堡林
2018-05-06 06,126.25,16.1,-999,堡林
2018-05-06 07,126.291666666667,16.1,-999,堡林
2018-05-06 08,126.333333333333,16.6,-999,堡林
2018-05-06 09,126.375,16.8,-999,堡林
2018-05-06 10,126.416666666667,17.1,-999,堡林
2018-05-06 11,126.458333333333,17.4,-999,堡林
2018-05-06 12,126.5,17.8,-999,堡林
2018-05-06 13,126.541666666667,18.5,-999,堡林
2018-05-06 14,126.583333333333,18.2,-999,堡林
2018-05-06 15,126.625,17.9,-999,堡林
2018-05-06 16,126.666666666667,17.9,-999,堡林
2018-05-06 17,126.708333333333,17.8,-999,堡林
2018-05-06 18,126.75,17.6,-999,堡林
2018-05-06 19,126.791666666667,17.5,-999,堡林
2018-05-06 20,126.833333333333,17.6,-999,堡林
2018-05-06 21,126.875,17.6,-999,堡林
2018-05-06 22,126.916666666667,17.6,-999,堡林
2018-05-06 23,126.958333333333,17.6,-999,堡林
2018-05-07 00,127,17.5,-999,堡林
2018-05-07 01,127.041666666667,17.6,-999,堡林
2018-05-07 02,127.083333333333,17.6,-999,堡林
2018-05-07 03,127.125,17.4,-999,堡林
2018-05-07 04,127.166666666667,17.3,-999,堡林
2018-05-07 05,127.208333333333,17.2,-999,堡林
2018-05-07 06,127.25,17.3,-999,堡林
2018-05-07 07,127.291666666667,17.7,-999,堡林
2018-05-07 08,127.333333333333,17.7,-999,堡林
2018-05-07 09,127.375,18.3,-999,堡林
2018-05-07 10,127.416666666667,18.3,-999,堡林
2018-05-07 11,127.458333333333,18.6,-999,堡林
2018-05-07 12,127.5,18.1,-999,堡林
2018-05-07 13,127.541666666667,18.6,-999,堡林
2018-05-07 14,127.583333333333,20.3,-999,堡林
2018-05-07 15,127.625,20.7,-999,堡林
2018-05-07 16,127.666666666667,21.7,-999,堡林
2018-05-07 17,127.708333333333,21.4,-999,堡林
2018-05-07 18,127.75,21.1,-999,堡林
2018-05-07 19,127.791666666667,19.9,-999,堡林
2018-05-07 20,127.833333333333,18.8,-999,堡林
2018-05-07 21,127.875,17.7,-999,堡林
2018-05-07 22,127.916666666667,17.5,-999,堡林
2018-05-07 23,127.958333333333,17,-999,堡林
2018-05-08 00,128,16.3,-999,堡林
2018-05-08 01,128.041666666667,15.8,-999,堡林
2018-05-08 02,128.083333333333,15.4,-999,堡林
2018-05-08 03,128.125,15,-999,堡林
2018-05-08 04,128.166666666667,14.9,-999,堡林
2018-05-08 05,128.208333333333,14.8,-999,堡林
2018-05-08 06,128.25,15,-999,堡林
2018-05-08 07,128.291666666667,15.5,-999,堡林
2018-05-08 08,128.333333333333,16,-999,堡林
2018-05-08 09,128.375,16.8,-999,堡林
2018-05-08 10,128.416666666667,17.9,-999,堡林
2018-05-08 11,128.458333333333,18.6,-999,堡林
2018-05-08 12,128.5,19.4,-999,堡林
2018-05-08 13,128.541666666667,21.4,-999,堡林
2018-05-08 14,128.583333333333,22.1,-999,堡林
2018-05-08 15,128.625,23.1,-999,堡林
2018-05-08 16,128.666666666667,23.5,-999,堡林
2018-05-08 17,128.708333333333,21.9,-999,堡林
2018-05-08 18,128.75,21.7,-999,堡林
2018-05-08 19,128.791666666667,20.1,-999,堡林
2018-05-08 20,128.833333333333,18.1,-999,堡林
2018-05-08 21,128.875,17.6,-999,堡林
2018-05-08 22,128.916666666667,16.9,-999,堡林
2018-05-08 23,128.958333333333,-999,-999,堡林
2018-05-09 00,129,-999,-999,堡林
2018-05-09 01,129.041666666667,15.6,-999,堡林
2018-05-09 02,129.083333333333,14.9,-999,堡林
2018-05-09 03,129.125,14.7,-999,堡林
2018-05-09 04,129.166666666667,14.2,-999,堡林
2018-05-09 05,129.208333333333,14,-999,堡林
2018-05-09 06,129.25,14.3,-999,堡林
2018-05-09 07,129.291666666667,14.3,-999,堡林
2018-05-09 08,129.333333333333,14.8,-999,堡林
2018-05-09 09,129.375,15.7,-999,堡林
2018-05-09 10,129.416666666667,16.3,-999,堡林
2018-05-09 11,129.458333333333,17.5,-999,堡林
2018-05-09 12,129.5,19,-999,堡林
2018-05-09 13,129.541666666667,20,-999,堡林
2018-05-09 14,129.583333333333,22.3,-999,堡林
2018-05-09 15,129.625,21.6,-999,堡林
2018-05-09 16,129.666666666667,19.8,-999,堡林
2018-05-09 17,129.708333333333,20.7,-999,堡林
2018-05-09 18,129.75,19.7,-999,堡林
2018-05-09 19,129.791666666667,17.7,-999,堡林
2018-05-09 20,129.833333333333,16,-999,堡林
2018-05-09 21,129.875,15.2,-999,堡林
2018-05-09 22,129.916666666667,14.6,-999,堡林
2018-05-09 23,129.958333333333,14.3,-999,堡林
2018-05-10 00,130,14.4,-999,堡林
2018-05-10 01,130.041666666667,13.9,-999,堡林
2018-05-10 02,130.083333333333,13.8,-999,堡林
2018-05-10 03,130.125,13.4,-999,堡林
2018-05-10 04,130.166666666667,13,-999,堡林
2018-05-10 05,130.208333333333,12.9,-999,堡林
2018-05-10 06,130.25,13.1,-999,堡林
2018-05-10 07,130.291666666667,13.4,-999,堡林
2018-05-10 08,130.333333333333,13.9,-999,堡林
2018-05-10 09,130.375,15,-999,堡林
2018-05-10 10,130.416666666667,16.3,-999,堡林
2018-05-10 11,130.458333333333,18,-999,堡林
2018-05-10 12,130.5,20,-999,堡林
2018-05-10 13,130.541666666667,21.1,-999,堡林
2018-05-10 14,130.583333333333,22.7,-999,堡林
2018-05-10 15,130.625,23,-999,堡林
2018-05-10 16,130.666666666667,24.1,-999,堡林
2018-05-10 17,130.708333333333,22.4,-999,堡林
2018-05-10 18,130.75,21.4,-999,堡林
2018-05-10 19,130.791666666667,19.5,-999,堡林
2018-05-10 20,130.833333333333,17.3,-999,堡林
2018-05-10 21,130.875,16.2,-999,堡林
2018-05-10 22,130.916666666667,15.2,-999,堡林
2018-05-10 23,130.958333333333,14.3,-999,堡林
2018-05-11 00,131,13.5,-999,堡林
2018-05-11 01,131.041666666667,13.3,-999,堡林
2018-05-11 02,131.083333333333,12.9,-999,堡林
2018-05-11 03,131.125,12.3,-999,堡林
2018-05-11 04,131.166666666667,11.8,-999,堡林
2018-05-11 05,131.208333333333,11.4,-999,堡林
2018-05-11 06,131.25,11.3,-999,堡林
2018-05-11 07,131.291666666667,11.5,-999,堡林
2018-05-11 08,131.333333333333,13.7,-999,堡林
2018-05-11 09,131.375,15.6,-999,堡林
2018-05-11 10,131.416666666667,17.9,-999,堡林
2018-05-11 11,131.458333333333,20.5,-999,堡林
2018-05-11 12,131.5,21.8,-999,堡林
2018-05-11 13,131.541666666667,23.4,-999,堡林
2018-05-11 14,131.583333333333,22.5,-999,堡林
2018-05-11 15,131.625,22.9,-999,堡林
2018-05-11 16,131.666666666667,23.3,-999,堡林
2018-05-11 17,131.708333333333,23.2,-999,堡林
2018-05-11 18,131.75,21.8,-999,堡林
2018-05-11 19,131.791666666667,21.3,-999,堡林
2018-05-11 20,131.833333333333,20.1,-999,堡林
2018-05-11 21,131.875,19,-999,堡林
2018-05-11 22,131.916666666667,18.2,-999,堡林
2018-05-11 23,131.958333333333,18.2,-999,堡林
2018-05-12 00,132,18,-999,堡林
2018-05-12 01,132.041666666667,18.3,-999,堡林
2018-05-12 02,132.083333333333,17.7,-999,堡林
2018-05-12 03,132.125,18.1,-999,堡林
2018-05-12 04,132.166666666667,17.9,-999,堡林
2018-05-12 05,132.208333333333,18.3,-999,堡林
2018-05-12 06,132.25,18.6,-999,堡林
2018-05-12 07,132.291666666667,18.6,-999,堡林
2018-05-12 08,132.333333333333,19.8,-999,堡林
2018-05-12 09,132.375,20.5,-999,堡林
2018-05-12 10,132.416666666667,20.7,-999,堡林
2018-05-12 11,132.458333333333,20.2,-999,堡林
2018-05-12 12,132.5,19.4,-999,堡林
2018-05-12 13,132.541666666667,18.7,-999,堡林
2018-05-12 14,132.583333333333,18.1,-999,堡林
2018-05-12 15,132.625,17.5,-999,堡林
2018-05-12 16,132.666666666667,17.2,-999,堡林
2018-05-12 17,132.708333333333,16.5,-999,堡林
2018-05-12 18,132.75,17,-999,堡林
2018-05-12 19,132.791666666667,17,-999,堡林
2018-05-12 20,132.833333333333,17.1,-999,堡林
2018-05-12 21,132.875,17.2,-999,堡林
2018-05-12 22,132.916666666667,17.3,-999,堡林
2018-05-12 23,132.958333333333,17.4,-999,堡林
2018-05-13 00,133,17.5,-999,堡林
2018-05-13 01,133.041666666667,17.6,-999,堡林
2018-05-13 02,133.083333333333,17.6,-999,堡林
2018-05-13 03,133.125,17.3,-999,堡林
2018-05-13 04,133.166666666667,16.9,-999,堡林
2018-05-13 05,133.208333333333,16.8,-999,堡林
2018-05-13 06,133.25,16.1,-999,堡林
2018-05-13 07,133.291666666667,15.6,-999,堡林
2018-05-13 08,133.333333333333,16.2,-999,堡林
2018-05-13 09,133.375,16.1,-999,堡林
2018-05-13 10,133.416666666667,17.1,-999,堡林
2018-05-13 11,133.458333333333,18.7,-999,堡林
2018-05-13 12,133.5,21.2,-999,堡林
2018-05-13 13,133.541666666667,21.6,-999,堡林
2018-05-13 14,133.583333333333,22.4,-999,堡林
2018-05-13 15,133.625,23,-999,堡林
2018-05-13 16,133.666666666667,22.4,-999,堡林
2018-05-13 17,133.708333333333,22.9,-999,堡林
2018-05-13 18,133.75,21.2,-999,堡林
2018-05-13 19,133.791666666667,20.2,-999,堡林
2018-05-13 20,133.833333333333,18.8,-999,堡林
2018-05-13 21,133.875,17.5,-999,堡林
2018-05-13 22,133.916666666667,17.1,-999,堡林
2018-05-13 23,133.958333333333,16,-999,堡林
2018-05-14 00,134,15.6,-999,堡林
2018-05-14 01,134.041666666667,15.2,-999,堡林
2018-05-14 02,134.083333333333,14.9,-999,堡林
2018-05-14 03,134.125,14.4,-999,堡林
2018-05-14 04,134.166666666667,13.9,-999,堡林
2018-05-14 05,134.208333333333,13.7,-999,堡林
2018-05-14 06,134.25,13.5,-999,堡林
2018-05-14 07,134.291666666667,13.5,-999,堡林
2018-05-14 08,134.333333333333,15.6,-999,堡林
2018-05-14 09,134.375,18.1,-999,堡林
2018-05-14 10,134.416666666667,21,-999,堡林
2018-05-14 11,134.458333333333,23.2,-999,堡林
2018-05-14 12,134.5,24.6,-999,堡林
2018-05-14 13,134.541666666667,26.2,-999,堡林
2018-05-14 14,134.583333333333,27.5,-999,堡林
2018-05-14 15,134.625,28,-999,堡林
2018-05-14 16,134.666666666667,27.9,-999,堡林
2018-05-14 17,134.708333333333,27.7,-999,堡林
2018-05-14 18,134.75,26.5,-999,堡林
2018-05-14 19,134.791666666667,24.9,-999,堡林
2018-05-14 20,134.833333333333,23,-999,堡林
2018-05-14 21,134.875,22,-999,堡林
2018-05-14 22,134.916666666667,21.4,-999,堡林
2018-05-14 23,134.958333333333,20.8,-999,堡林
2018-05-15 00,135,19.7,-999,堡林
2018-05-15 01,135.041666666667,19.6,-999,堡林
2018-05-15 02,135.083333333333,18.9,-999,堡林
2018-05-15 03,135.125,18.1,-999,堡林
2018-05-15 04,135.166666666667,17.6,-999,堡林
2018-05-15 05,135.208333333333,17,-999,堡林
2018-05-15 06,135.25,17,-999,堡林
2018-05-15 07,135.291666666667,17.8,-999,堡林
2018-05-15 08,135.333333333333,20.2,-999,堡林
2018-05-15 09,135.375,22.7,-999,堡林
2018-05-15 10,135.416666666667,26.2,-999,堡林
2018-05-15 11,135.458333333333,27.6,-999,堡林
2018-05-15 12,135.5,29,-999,堡林
2018-05-15 13,135.541666666667,29.7,-999,堡林
2018-05-15 14,135.583333333333,30.1,-999,堡林
2018-05-15 15,135.625,30,-999,堡林
2018-05-15 16,135.666666666667,29.7,-999,堡林
2018-05-15 17,135.708333333333,27.7,-999,堡林
2018-05-15 18,135.75,26.8,-999,堡林
2018-05-15 19,135.791666666667,25.6,-999,堡林
2018-05-15 20,135.833333333333,24.5,-999,堡林
2018-05-15 21,135.875,24,-999,堡林
2018-05-15 22,135.916666666667,23.7,-999,堡林
2018-05-15 23,135.958333333333,23.5,-999,堡林
2018-05-16 00,136,23.4,-999,堡林
2018-05-16 01,136.041666666667,23.3,-999,堡林
2018-05-16 02,136.083333333333,23.2,-999,堡林
2018-05-16 03,136.125,23.4,-999,堡林
2018-05-16 04,136.166666666667,23.6,-999,堡林
2018-05-16 05,136.208333333333,23.7,-999,堡林
2018-05-16 06,136.25,23.8,-999,堡林
2018-05-16 07,136.291666666667,24.2,-999,堡林
2018-05-16 08,136.333333333333,24.9,-999,堡林
2018-05-16 09,136.375,25.6,-999,堡林
2018-05-16 10,136.416666666667,25.7,-999,堡林
2018-05-16 11,136.458333333333,25.5,-999,堡林
2018-05-16 12,136.5,25.4,-999,堡林
2018-05-16 13,136.541666666667,26,-999,堡林
2018-05-16 14,136.583333333333,25.5,-999,堡林
2018-05-16 15,136.625,25.6,-999,堡林
2018-05-16 16,136.666666666667,25.6,-999,堡林
2018-05-16 17,136.708333333333,24.3,-999,堡林
2018-05-16 18,136.75,24.1,-999,堡林
2018-05-16 19,136.791666666667,24,-999,堡林
2018-05-16 20,136.833333333333,24.3,-999,堡林
2018-05-16 21,136.875,24.5,-999,堡林
2018-05-16 22,136.916666666667,24.8,-999,堡林
2018-05-16 23,136.958333333333,24.7,-999,堡林
2018-05-17 00,137,24.7,-999,堡林
2018-05-17 01,137.041666666667,24.6,-999,堡林
2018-05-17 02,137.083333333333,24.3,-999,堡林
2018-05-17 03,137.125,24,-999,堡林
2018-05-17 04,137.166666666667,24,-999,堡林
2018-05-17 05,137.208333333333,24.1,-999,堡林
2018-05-17 06,137.25,24,-999,堡林
2018-05-17 07,137.291666666667,24.3,-999,堡林
2018-05-17 08,137.333333333333,24.5,-999,堡林
2018-05-17 09,137.375,24.7,-999,堡林
2018-05-17 10,137.416666666667,25.1,-999,堡林
2018-05-17 11,137.458333333333,25.1,-999,堡林
2018-05-17 12,137.5,25.3,-999,堡林
2018-05-17 13,137.541666666667,25.3,-999,堡林
2018-05-17 14,137.583333333333,25.6,-999,堡林
2018-05-17 15,137.625,25.6,-999,堡林
2018-05-17 16,137.666666666667,25.2,-999,堡林
2018-05-17 17,137.708333333333,25.1,-999,堡林
2018-05-17 18,137.75,24.7,-999,堡林
2018-05-17 19,137.791666666667,24.2,-999,堡林
2018-05-17 20,137.833333333333,23.8,-999,堡林
2018-05-17 21,137.875,23.5,-999,堡林
2018-05-17 22,137.916666666667,23.4,-999,堡林
2018-05-17 23,137.958333333333,23.6,-999,堡林
2018-05-18 00,138,23.4,-999,堡林
2018-05-18 01,138.041666666667,22.2,-999,堡林
2018-05-18 02,138.083333333333,21.3,-999,堡林
2018-05-18 03,138.125,21,-999,堡林
