DATE,JDAY,TA,RN,ST
2018-02-14 15,45.625,12.9,-999,堡林
2018-02-14 16,45.6666666666667,11.5,-999,堡林
2018-02-14 17,45.7083333333333,10.5,-999,堡林
2018-02-14 18,45.75,9.4,-999,堡林
2018-02-14 19,45.7916666666667,8.3,-999,堡林
2018-02-14 20,45.8333333333333,7.3,-999,堡林
2018-02-14 21,45.875,6.4,-999,堡林
2018-02-14 22,45.9166666666667,6.1,-999,堡林
2018-02-14 23,45.9583333333333,5.2,-999,堡林
2018-02-15 00,46,4.9,-999,堡林
2018-02-15 01,46.0416666666667,4.1,-999,堡林
2018-02-15 02,46.0833333333333,3.2,-999,堡林
2018-02-15 03,46.125,2.7,-999,堡林
2018-02-15 04,46.1666666666667,1.7,-999,堡林
2018-02-15 05,46.2083333333333,1.2,-999,堡林
2018-02-15 06,46.25,1,-999,堡林
2018-02-15 07,46.2916666666667,0.7,-999,堡林
2018-02-15 08,46.3333333333333,1,-999,堡林
2018-02-15 09,46.375,1.9,-999,堡林
2018-02-15 10,46.4166666666667,3,-999,堡林
2018-02-15 11,46.4583333333333,4.1,-999,堡林
2018-02-15 12,46.5,5.2,-999,堡林
2018-02-15 13,46.5416666666667,7.6,-999,堡林
2018-02-15 14,46.5833333333333,7.4,-999,堡林
2018-02-15 15,46.625,7.5,-999,堡林
2018-02-15 16,46.6666666666667,7.5,-999,堡林
2018-02-15 17,46.7083333333333,5.9,-999,堡林
2018-02-15 18,46.75,4.1,-999,堡林
2018-02-15 19,46.7916666666667,2.7,-999,堡林
2018-02-15 20,46.8333333333333,1.9,-999,堡林
2018-02-15 21,46.875,1.4,-999,堡林
2018-02-15 22,46.9166666666667,1,-999,堡林
2018-02-15 23,46.9583333333333,0.2,-999,堡林
2018-02-16 00,47,0.2,-999,堡林
2018-02-16 01,47.0416666666667,0.2,-999,堡林
2018-02-16 02,47.0833333333333,0,-999,堡林
2018-02-16 03,47.125,-0.5,-999,堡林
2018-02-16 04,47.1666666666667,-1.4,-999,堡林
2018-02-16 05,47.2083333333333,-0.8,-999,堡林
2018-02-16 06,47.25,-0.6,-999,堡林
2018-02-16 07,47.2916666666667,-1.1,-999,堡林
2018-02-16 08,47.3333333333333,-0.5,-999,堡林
2018-02-16 09,47.375,1.3,-999,堡林
2018-02-16 10,47.4166666666667,2.2,-999,堡林
2018-02-16 11,47.4583333333333,4.7,-999,堡林
2018-02-16 12,47.5,5.3,-999,堡林
2018-02-16 13,47.5416666666667,7.2,-999,堡林
2018-02-16 14,47.5833333333333,7.7,-999,堡林
2018-02-16 15,47.625,8.2,-999,堡林
2018-02-16 16,47.6666666666667,7.3,-999,堡林
2018-02-16 17,47.7083333333333,6.6,-999,堡林
2018-02-16 18,47.75,5.2,-999,堡林
2018-02-16 19,47.7916666666667,3.7,-999,堡林
2018-02-16 20,47.8333333333333,2,-999,堡林
2018-02-16 21,47.875,1.2,-999,堡林
2018-02-16 22,47.9166666666667,1.2,-999,堡林
2018-02-16 23,47.9583333333333,0.8,-999,堡林
2018-02-17 00,48,0,-999,堡林
2018-02-17 01,48.0416666666667,1.1,-999,堡林
2018-02-17 02,48.0833333333333,1.4,-999,堡林
2018-02-17 03,48.125,0.4,-999,堡林
2018-02-17 04,48.1666666666667,-0.1,-999,堡林
2018-02-17 05,48.2083333333333,-0.8,-999,堡林
2018-02-17 06,48.25,-1,-999,堡林
2018-02-17 07,48.2916666666667,-0.7,-999,堡林
2018-02-17 08,48.3333333333333,-0.1,-999,堡林
2018-02-17 09,48.375,1.3,-999,堡林
2018-02-17 10,48.4166666666667,2.5,-999,堡林
2018-02-17 11,48.4583333333333,3.3,-999,堡林
2018-02-17 12,48.5,4.6,-999,堡林
2018-02-17 13,48.5416666666667,5,-999,堡林
2018-02-17 14,48.5833333333333,6.5,-999,堡林
2018-02-17 15,48.625,5.3,-999,堡林
2018-02-17 16,48.6666666666667,4.9,-999,堡林
2018-02-17 17,48.7083333333333,2.9,-999,堡林
2018-02-17 18,48.75,1.6,-999,堡林
2018-02-17 19,48.7916666666667,0.3,-999,堡林
2018-02-17 20,48.8333333333333,-0.5,-999,堡林
2018-02-17 21,48.875,-1.3,-999,堡林
2018-02-17 22,48.9166666666667,-1.5,-999,堡林
2018-02-17 23,48.9583333333333,-1.4,-999,堡林
2018-02-18 00,49,-1.2,-999,堡林
2018-02-18 01,49.0416666666667,-1.5,-999,堡林
2018-02-18 02,49.0833333333333,-1.4,-999,堡林
2018-02-18 03,49.125,-1.3,-999,堡林
2018-02-18 04,49.1666666666667,-1.5,-999,堡林
2018-02-18 05,49.2083333333333,-1.6,-999,堡林
2018-02-18 06,49.25,-2,-999,堡林
2018-02-18 07,49.2916666666667,-1.9,-999,堡林
2018-02-18 08,49.3333333333333,-1.8,-999,堡林
2018-02-18 09,49.375,0.7,-999,堡林
2018-02-18 10,49.4166666666667,2.4,-999,堡林
2018-02-18 11,49.4583333333333,5.2,-999,堡林
2018-02-18 12,49.5,6.5,-999,堡林
2018-02-18 13,49.5416666666667,7.4,-999,堡林
2018-02-18 14,49.5833333333333,8.5,-999,堡林
2018-02-18 15,49.625,8.9,-999,堡林
2018-02-18 16,49.6666666666667,9.2,-999,堡林
2018-02-18 17,49.7083333333333,9.3,-999,堡林
2018-02-18 18,49.75,7.8,-999,堡林
2018-02-18 19,49.7916666666667,6.8,-999,堡林
2018-02-18 20,49.8333333333333,5.5,-999,堡林
2018-02-18 21,49.875,5.1,-999,堡林
2018-02-18 22,49.9166666666667,4.9,-999,堡林
2018-02-18 23,49.9583333333333,4.2,-999,堡林
2018-02-19 00,50,3.6,-999,堡林
2018-02-19 01,50.0416666666667,3.1,-999,堡林
2018-02-19 02,50.0833333333333,3.4,-999,堡林
2018-02-19 03,50.125,2.8,-999,堡林
2018-02-19 04,50.1666666666667,2.6,-999,堡林
2018-02-19 05,50.2083333333333,2.1,-999,堡林
2018-02-19 06,50.25,2.5,-999,堡林
2018-02-19 07,50.2916666666667,3.1,-999,堡林
2018-02-19 08,50.3333333333333,3.9,-999,堡林
2018-02-19 09,50.375,5,-999,堡林
2018-02-19 10,50.4166666666667,6.9,-999,堡林
2018-02-19 11,50.4583333333333,8.6,-999,堡林
2018-02-19 12,50.5,10.2,-999,堡林
2018-02-19 13,50.5416666666667,10.8,-999,堡林
2018-02-19 14,50.5833333333333,10.8,-999,堡林
2018-02-19 15,50.625,10,-999,堡林
2018-02-19 16,50.6666666666667,10.5,-999,堡林
2018-02-19 17,50.7083333333333,9.4,-999,堡林
2018-02-19 18,50.75,8.2,-999,堡林
2018-02-19 19,50.7916666666667,7.8,-999,堡林
2018-02-19 20,50.8333333333333,7.1,-999,堡林
2018-02-19 21,50.875,6.1,-999,堡林
2018-02-19 22,50.9166666666667,5.6,-999,堡林
2018-02-19 23,50.9583333333333,4.9,-999,堡林
2018-02-20 00,51,4.3,-999,堡林
2018-02-20 01,51.0416666666667,2.9,-999,堡林
2018-02-20 02,51.0833333333333,2.4,-999,堡林
2018-02-20 03,51.125,1.5,-999,堡林
2018-02-20 04,51.1666666666667,0.3,-999,堡林
2018-02-20 05,51.2083333333333,0.4,-999,堡林
2018-02-20 06,51.25,0.2,-999,堡林
2018-02-20 07,51.2916666666667,-0.5,-999,堡林
2018-02-20 08,51.3333333333333,0,-999,堡林
2018-02-20 09,51.375,1.7,-999,堡林
2018-02-20 10,51.4166666666667,4.3,-999,堡林
2018-02-20 11,51.4583333333333,7.2,-999,堡林
2018-02-20 12,51.5,8.1,-999,堡林
2018-02-20 13,51.5416666666667,9,-999,堡林
2018-02-20 14,51.5833333333333,9.9,-999,堡林
2018-02-20 15,51.625,10.8,-999,堡林
2018-02-20 16,51.6666666666667,9.8,-999,堡林
2018-02-20 17,51.7083333333333,8.8,-999,堡林
2018-02-20 18,51.75,7.5,-999,堡林
2018-02-20 19,51.7916666666667,6.5,-999,堡林
2018-02-20 20,51.8333333333333,5.6,-999,堡林
2018-02-20 21,51.875,5,-999,堡林
2018-02-20 22,51.9166666666667,4.6,-999,堡林
2018-02-20 23,51.9583333333333,4.5,-999,堡林
2018-02-21 00,52,3.8,-999,堡林
2018-02-21 01,52.0416666666667,3.6,-999,堡林
2018-02-21 02,52.0833333333333,3,-999,堡林
2018-02-21 03,52.125,2.2,-999,堡林
2018-02-21 04,52.1666666666667,1.9,-999,堡林
2018-02-21 05,52.2083333333333,1,-999,堡林
2018-02-21 06,52.25,0.2,-999,堡林
2018-02-21 07,52.2916666666667,0,-999,堡林
2018-02-21 08,52.3333333333333,0,-999,堡林
2018-02-21 09,52.375,1,-999,堡林
2018-02-21 10,52.4166666666667,1.9,-999,堡林
2018-02-21 11,52.4583333333333,2.8,-999,堡林
2018-02-21 12,52.5,3.3,-999,堡林
2018-02-21 13,52.5416666666667,4.3,-999,堡林
2018-02-21 14,52.5833333333333,4.6,-999,堡林
2018-02-21 15,52.625,4.8,-999,堡林
2018-02-21 16,52.6666666666667,4.5,-999,堡林
2018-02-21 17,52.7083333333333,3.9,-999,堡林
2018-02-21 18,52.75,2.7,-999,堡林
2018-02-21 19,52.7916666666667,1.8,-999,堡林
2018-02-21 20,52.8333333333333,1,-999,堡林
2018-02-21 21,52.875,0.6,-999,堡林
2018-02-21 22,52.9166666666667,0,-999,堡林
2018-02-21 23,52.9583333333333,-0.1,-999,堡林
2018-02-22 00,53,-0.5,-999,堡林
2018-02-22 01,53.0416666666667,-0.9,-999,堡林
2018-02-22 02,53.0833333333333,-1.8,-999,堡林
2018-02-22 03,53.125,-1.6,-999,堡林
2018-02-22 04,53.1666666666667,-2.1,-999,堡林
2018-02-22 05,53.2083333333333,-2.4,-999,堡林
2018-02-22 06,53.25,-2.7,-999,堡林
2018-02-22 07,53.2916666666667,-3.4,-999,堡林
2018-02-22 08,53.3333333333333,-3,-999,堡林
2018-02-22 09,53.375,-0.8,-999,堡林
2018-02-22 10,53.4166666666667,1.1,-999,堡林
2018-02-22 11,53.4583333333333,3.8,-999,堡林
2018-02-22 12,53.5,4.4,-999,堡林
2018-02-22 13,53.5416666666667,6,-999,堡林
2018-02-22 14,53.5833333333333,7.3,-999,堡林
2018-02-22 15,53.625,8,-999,堡林
2018-02-22 16,53.6666666666667,8,-999,堡林
2018-02-22 17,53.7083333333333,7.5,-999,堡林
2018-02-22 18,53.75,6.1,-999,堡林
2018-02-22 19,53.7916666666667,4.5,-999,堡林
2018-02-22 20,53.8333333333333,3.4,-999,堡林
2018-02-22 21,53.875,2.9,-999,堡林
2018-02-22 22,53.9166666666667,2,-999,堡林
2018-02-22 23,53.9583333333333,1.7,-999,堡林
2018-02-23 00,54,2.1,-999,堡林
2018-02-23 01,54.0416666666667,2.5,-999,堡林
2018-02-23 02,54.0833333333333,1.7,-999,堡林
2018-02-23 03,54.125,1.1,-999,堡林
2018-02-23 04,54.1666666666667,1.4,-999,堡林
2018-02-23 05,54.2083333333333,2,-999,堡林
2018-02-23 06,54.25,2.1,-999,堡林
2018-02-23 07,54.2916666666667,2,-999,堡林
2018-02-23 08,54.3333333333333,2.6,-999,堡林
2018-02-23 09,54.375,3.5,-999,堡林
2018-02-23 10,54.4166666666667,4.7,-999,堡林
2018-02-23 11,54.4583333333333,6.7,-999,堡林
2018-02-23 12,54.5,8.8,-999,堡林
2018-02-23 13,54.5416666666667,10.9,-999,堡林
2018-02-23 14,54.5833333333333,10.7,-999,堡林
2018-02-23 15,54.625,11.9,-999,堡林
2018-02-23 16,54.6666666666667,11.3,-999,堡林
2018-02-23 17,54.7083333333333,11.2,-999,堡林
2018-02-23 18,54.75,9.8,-999,堡林
2018-02-23 19,54.7916666666667,8.5,-999,堡林
2018-02-23 20,54.8333333333333,7.6,-999,堡林
2018-02-23 21,54.875,7,-999,堡林
2018-02-23 22,54.9166666666667,6.8,-999,堡林
2018-02-23 23,54.9583333333333,6.3,-999,堡林
2018-02-24 00,55,6.2,-999,堡林
2018-02-24 01,55.0416666666667,5.3,-999,堡林
2018-02-24 02,55.0833333333333,5.3,-999,堡林
2018-02-24 03,55.125,4.5,-999,堡林
2018-02-24 04,55.1666666666667,3.3,-999,堡林
2018-02-24 05,55.2083333333333,3,-999,堡林
2018-02-24 06,55.25,2.6,-999,堡林
2018-02-24 07,55.2916666666667,2,-999,堡林
2018-02-24 08,55.3333333333333,2.3,-999,堡林
2018-02-24 09,55.375,4.1,-999,堡林
2018-02-24 10,55.4166666666667,6.6,-999,堡林
2018-02-24 11,55.4583333333333,8.1,-999,堡林
2018-02-24 12,55.5,9.6,-999,堡林
2018-02-24 13,55.5416666666667,10.8,-999,堡林
2018-02-24 14,55.5833333333333,11.1,-999,堡林
2018-02-24 15,55.625,11.1,-999,堡林
2018-02-24 16,55.6666666666667,11.4,-999,堡林
2018-02-24 17,55.7083333333333,10.6,-999,堡林
2018-02-24 18,55.75,9.4,-999,堡林
2018-02-24 19,55.7916666666667,8.1,-999,堡林
2018-02-24 20,55.8333333333333,7,-999,堡林
2018-02-24 21,55.875,6.4,-999,堡林
2018-02-24 22,55.9166666666667,5.8,-999,堡林
2018-02-24 23,55.9583333333333,5.8,-999,堡林
2018-02-25 00,56,5.1,-999,堡林
2018-02-25 01,56.0416666666667,4.4,-999,堡林
2018-02-25 02,56.0833333333333,4.6,-999,堡林
2018-02-25 03,56.125,4.5,-999,堡林
2018-02-25 04,56.1666666666667,4.1,-999,堡林
2018-02-25 05,56.2083333333333,3.5,-999,堡林
2018-02-25 06,56.25,3.9,-999,堡林
2018-02-25 07,56.2916666666667,3.8,-999,堡林
2018-02-25 08,56.3333333333333,4.6,-999,堡林
2018-02-25 09,56.375,5,-999,堡林
2018-02-25 10,56.4166666666667,6.4,-999,堡林
2018-02-25 11,56.4583333333333,8.3,-999,堡林
2018-02-25 12,56.5,9.9,-999,堡林
2018-02-25 13,56.5416666666667,12.3,-999,堡林
2018-02-25 14,56.5833333333333,11.8,-999,堡林
2018-02-25 15,56.625,12.2,-999,堡林
2018-02-25 16,56.6666666666667,12.1,-999,堡林
2018-02-25 17,56.7083333333333,10.9,-999,堡林
2018-02-25 18,56.75,9.3,-999,堡林
2018-02-25 19,56.7916666666667,7.2,-999,堡林
2018-02-25 20,56.8333333333333,5.7,-999,堡林
2018-02-25 21,56.875,5,-999,堡林
2018-02-25 22,56.9166666666667,3.5,-999,堡林
2018-02-25 23,56.9583333333333,2.6,-999,堡林
2018-02-26 00,57,2.2,-999,堡林
2018-02-26 01,57.0416666666667,1.5,-999,堡林
2018-02-26 02,57.0833333333333,1.1,-999,堡林
2018-02-26 03,57.125,0.5,-999,堡林
2018-02-26 04,57.1666666666667,-0.2,-999,堡林
2018-02-26 05,57.2083333333333,-0.6,-999,堡林
2018-02-26 06,57.25,-1.4,-999,堡林
2018-02-26 07,57.2916666666667,-1.8,-999,堡林
2018-02-26 08,57.3333333333333,-1,-999,堡林
2018-02-26 09,57.375,1.4,-999,堡林
2018-02-26 10,57.4166666666667,4.3,-999,堡林
2018-02-26 11,57.4583333333333,7,-999,堡林
2018-02-26 12,57.5,9.7,-999,堡林
2018-02-26 13,57.5416666666667,12.3,-999,堡林
2018-02-26 14,57.5833333333333,12.5,-999,堡林
2018-02-26 15,57.625,15.2,-999,堡林
2018-02-26 16,57.6666666666667,15.2,-999,堡林
2018-02-26 17,57.7083333333333,13.8,-999,堡林
2018-02-26 18,57.75,12.4,-999,堡林
2018-02-26 19,57.7916666666667,9.7,-999,堡林
2018-02-26 20,57.8333333333333,8.3,-999,堡林
2018-02-26 21,57.875,7.5,-999,堡林
2018-02-26 22,57.9166666666667,6.3,-999,堡林
2018-02-26 23,57.9583333333333,5.3,-999,堡林
2018-02-27 00,58,4.7,-999,堡林
2018-02-27 01,58.0416666666667,4.3,-999,堡林
2018-02-27 02,58.0833333333333,3,-999,堡林
2018-02-27 03,58.125,2.3,-999,堡林
2018-02-27 04,58.1666666666667,1.8,-999,堡林
2018-02-27 05,58.2083333333333,1.6,-999,堡林
2018-02-27 06,58.25,0.2,-999,堡林
2018-02-27 07,58.2916666666667,0.8,-999,堡林
2018-02-27 08,58.3333333333333,1.5,-999,堡林
2018-02-27 09,58.375,3.2,-999,堡林
2018-02-27 10,58.4166666666667,5.8,-999,堡林
2018-02-27 11,58.4583333333333,10,-999,堡林
2018-02-27 12,58.5,12.4,-999,堡林
2018-02-27 13,58.5416666666667,13.7,-999,堡林
2018-02-27 14,58.5833333333333,14.4,-999,堡林
2018-02-27 15,58.625,15.2,-999,堡林
2018-02-27 16,58.6666666666667,15.4,-999,堡林
2018-02-27 17,58.7083333333333,15.2,-999,堡林
2018-02-27 18,58.75,14,-999,堡林
2018-02-27 19,58.7916666666667,12.7,-999,堡林
2018-02-27 20,58.8333333333333,11.5,-999,堡林
2018-02-27 21,58.875,10.2,-999,堡林
2018-02-27 22,58.9166666666667,9.7,-999,堡林
2018-02-27 23,58.9583333333333,9.4,-999,堡林
2018-02-28 00,59,9.2,-999,堡林
2018-02-28 01,59.0416666666667,8.5,-999,堡林
2018-02-28 02,59.0833333333333,8.5,-999,堡林
2018-02-28 03,59.125,7.8,-999,堡林
2018-02-28 04,59.1666666666667,8.1,-999,堡林
2018-02-28 05,59.2083333333333,8,-999,堡林
2018-02-28 06,59.25,8.4,-999,堡林
2018-02-28 07,59.2916666666667,8.8,-999,堡林
2018-02-28 08,59.3333333333333,8.9,-999,堡林
2018-02-28 09,59.375,10.6,-999,堡林
2018-02-28 10,59.4166666666667,11.2,-999,堡林
2018-02-28 11,59.4583333333333,11.3,-999,堡林
2018-02-28 12,59.5,9.1,-999,堡林
2018-02-28 13,59.5416666666667,8.5,-999,堡林
2018-02-28 14,59.5833333333333,8.9,-999,堡林
2018-02-28 15,59.625,8.8,-999,堡林
2018-02-28 16,59.6666666666667,9.4,-999,堡林
2018-02-28 17,59.7083333333333,9.1,-999,堡林
2018-02-28 18,59.75,9.6,-999,堡林
2018-02-28 19,59.7916666666667,8.3,-999,堡林
2018-02-28 20,59.8333333333333,7.7,-999,堡林
2018-02-28 21,59.875,5.1,-999,堡林
2018-02-28 22,59.9166666666667,4.3,-999,堡林
2018-02-28 23,59.9583333333333,4.5,-999,堡林
2018-03-01 00,60,4.5,-999,堡林
2018-03-01 01,60.0416666666667,4.7,-999,堡林
2018-03-01 02,60.0833333333333,4.9,-999,堡林
2018-03-01 03,60.125,4.8,-999,堡林
2018-03-01 04,60.1666666666667,4.7,-999,堡林
2018-03-01 05,60.2083333333333,4.8,-999,堡林
2018-03-01 06,60.25,4.9,-999,堡林
2018-03-01 07,60.2916666666667,5.1,-999,堡林
2018-03-01 08,60.3333333333333,5.3,-999,堡林
2018-03-01 09,60.375,5.4,-999,堡林
2018-03-01 10,60.4166666666667,5.4,-999,堡林
2018-03-01 11,60.4583333333333,5.1,-999,堡林
2018-03-01 12,60.5,5.7,-999,堡林
2018-03-01 13,60.5416666666667,5,-999,堡林
2018-03-01 14,60.5833333333333,5.1,-999,堡林
2018-03-01 15,60.625,4.6,-999,堡林
2018-03-01 16,60.6666666666667,3.6,-999,堡林
2018-03-01 17,60.7083333333333,1.9,-999,堡林
2018-03-01 18,60.75,0.8,-999,堡林
2018-03-01 19,60.7916666666667,0.1,-999,堡林
2018-03-01 20,60.8333333333333,-0.3,-999,堡林
2018-03-01 21,60.875,-0.4,-999,堡林
2018-03-01 22,60.9166666666667,-0.6,-999,堡林
2018-03-01 23,60.9583333333333,-0.7,-999,堡林
2018-03-02 00,61,-0.7,-999,堡林
2018-03-02 01,61.0416666666667,-0.8,-999,堡林
2018-03-02 02,61.0833333333333,-1.1,-999,堡林
2018-03-02 03,61.125,-1.3,-999,堡林
2018-03-02 04,61.1666666666667,-1.9,-999,堡林
2018-03-02 05,61.2083333333333,-2.4,-999,堡林
2018-03-02 06,61.25,-2.8,-999,堡林
2018-03-02 07,61.2916666666667,-2.9,-999,堡林
2018-03-02 08,61.3333333333333,-2.7,-999,堡林
2018-03-02 09,61.375,-1,-999,堡林
2018-03-02 10,61.4166666666667,0.1,-999,堡林
2018-03-02 11,61.4583333333333,2.8,-999,堡林
2018-03-02 12,61.5,4.6,-999,堡林
2018-03-02 13,61.5416666666667,8.3,-999,堡林
2018-03-02 14,61.5833333333333,8.8,-999,堡林
2018-03-02 15,61.625,10.7,-999,堡林
2018-03-02 16,61.6666666666667,12.4,-999,堡林
2018-03-02 17,61.7083333333333,11.7,-999,堡林
2018-03-02 18,61.75,10.1,-999,堡林
2018-03-02 19,61.7916666666667,7.7,-999,堡林
2018-03-02 20,61.8333333333333,5.3,-999,堡林
2018-03-02 21,61.875,4.2,-999,堡林
2018-03-02 22,61.9166666666667,3.4,-999,堡林
2018-03-02 23,61.9583333333333,2.9,-999,堡林
2018-03-03 00,62,3,-999,堡林
2018-03-03 01,62.0416666666667,2.4,-999,堡林
2018-03-03 02,62.0833333333333,2.2,-999,堡林
2018-03-03 03,62.125,2,-999,堡林
2018-03-03 04,62.1666666666667,1.9,-999,堡林
2018-03-03 05,62.2083333333333,2.1,-999,堡林
2018-03-03 06,62.25,1.8,-999,堡林
2018-03-03 07,62.2916666666667,1.8,-999,堡林
2018-03-03 08,62.3333333333333,2.5,-999,堡林
2018-03-03 09,62.375,3.9,-999,堡林
2018-03-03 10,62.4166666666667,6.4,-999,堡林
2018-03-03 11,62.4583333333333,10.7,-999,堡林
2018-03-03 12,62.5,13.2,-999,堡林
2018-03-03 13,62.5416666666667,17.2,-999,堡林
2018-03-03 14,62.5833333333333,18.4,-999,堡林
2018-03-03 15,62.625,18.4,-999,堡林
2018-03-03 16,62.6666666666667,17.6,-999,堡林
2018-03-03 17,62.7083333333333,17.1,-999,堡林
2018-03-03 18,62.75,15.2,-999,堡林
2018-03-03 19,62.7916666666667,14.5,-999,堡林
2018-03-03 20,62.8333333333333,13.8,-999,堡林
2018-03-03 21,62.875,13,-999,堡林
2018-03-03 22,62.9166666666667,13,-999,堡林
2018-03-03 23,62.9583333333333,12.1,-999,堡林
2018-03-04 00,63,11.7,-999,堡林
2018-03-04 01,63.0416666666667,11.1,-999,堡林
2018-03-04 02,63.0833333333333,11.1,-999,堡林
2018-03-04 03,63.125,11.1,-999,堡林
2018-03-04 04,63.1666666666667,11.1,-999,堡林
2018-03-04 05,63.2083333333333,11.2,-999,堡林
2018-03-04 06,63.25,10.3,-999,堡林
2018-03-04 07,63.2916666666667,10.2,-999,堡林
2018-03-04 08,63.3333333333333,11.3,-999,堡林
2018-03-04 09,63.375,12.4,-999,堡林
2018-03-04 10,63.4166666666667,13.7,-999,堡林
2018-03-04 11,63.4583333333333,15.6,-999,堡林
2018-03-04 12,63.5,17.4,-999,堡林
2018-03-04 13,63.5416666666667,19.2,-999,堡林
2018-03-04 14,63.5833333333333,17.2,-999,堡林
2018-03-04 15,63.625,19.3,-999,堡林
2018-03-04 16,63.6666666666667,16.8,-999,堡林
2018-03-04 17,63.7083333333333,16.8,-999,堡林
2018-03-04 18,63.75,16.2,-999,堡林
2018-03-04 19,63.7916666666667,16.3,-999,堡林
2018-03-04 20,63.8333333333333,15.9,-999,堡林
2018-03-04 21,63.875,15.7,-999,堡林
2018-03-04 22,63.9166666666667,16.4,-999,堡林
2018-03-04 23,63.9583333333333,16.2,-999,堡林
2018-03-05 00,64,16.1,-999,堡林
2018-03-05 01,64.0416666666667,15.9,-999,堡林
2018-03-05 02,64.0833333333333,15.1,-999,堡林
2018-03-05 03,64.125,15,-999,堡林
2018-03-05 04,64.1666666666667,14.7,-999,堡林
2018-03-05 05,64.2083333333333,14.4,-999,堡林
2018-03-05 06,64.25,14.2,-999,堡林
2018-03-05 07,64.2916666666667,12.6,-999,堡林
2018-03-05 08,64.3333333333333,11.1,-999,堡林
2018-03-05 09,64.375,10.9,-999,堡林
2018-03-05 10,64.4166666666667,9.5,-999,堡林
2018-03-05 11,64.4583333333333,9.8,-999,堡林
2018-03-05 12,64.5,9.4,-999,堡林
2018-03-05 13,64.5416666666667,9.3,-999,堡林
2018-03-05 14,64.5833333333333,9.2,-999,堡林
2018-03-05 15,64.625,9.7,-999,堡林
2018-03-05 16,64.6666666666667,10.8,-999,堡林
2018-03-05 17,64.7083333333333,10.7,-999,堡林
2018-03-05 18,64.75,10.5,-999,堡林
2018-03-05 19,64.7916666666667,9.7,-999,堡林
2018-03-05 20,64.8333333333333,9,-999,堡林
2018-03-05 21,64.875,8.3,-999,堡林
2018-03-05 22,64.9166666666667,8.1,-999,堡林
2018-03-05 23,64.9583333333333,7.7,-999,堡林
2018-03-06 00,65,7.4,-999,堡林
2018-03-06 01,65.0416666666667,7.3,-999,堡林
2018-03-06 02,65.0833333333333,6.6,-999,堡林
2018-03-06 03,65.125,5.9,-999,堡林
2018-03-06 04,65.1666666666667,5.2,-999,堡林
2018-03-06 05,65.2083333333333,4.1,-999,堡林
2018-03-06 06,65.25,3.9,-999,堡林
2018-03-06 07,65.2916666666667,3.6,-999,堡林
2018-03-06 08,65.3333333333333,4.4,-999,堡林
2018-03-06 09,65.375,6.6,-999,堡林
2018-03-06 10,65.4166666666667,8.8,-999,堡林
2018-03-06 11,65.4583333333333,9.1,-999,堡林
2018-03-06 12,65.5,11.7,-999,堡林
2018-03-06 13,65.5416666666667,13.2,-999,堡林
2018-03-06 14,65.5833333333333,14.5,-999,堡林
2018-03-06 15,65.625,15.3,-999,堡林
2018-03-06 16,65.6666666666667,14.8,-999,堡林
2018-03-06 17,65.7083333333333,14.8,-999,堡林
2018-03-06 18,65.75,13.4,-999,堡林
2018-03-06 19,65.7916666666667,10.8,-999,堡林
2018-03-06 20,65.8333333333333,9.3,-999,堡林
2018-03-06 21,65.875,8.2,-999,堡林
2018-03-06 22,65.9166666666667,7.2,-999,堡林
2018-03-06 23,65.9583333333333,6.8,-999,堡林
2018-03-07 00,66,6.5,-999,堡林
2018-03-07 01,66.0416666666667,6.2,-999,堡林
2018-03-07 02,66.0833333333333,6.1,-999,堡林
2018-03-07 03,66.125,6,-999,堡林
2018-03-07 04,66.1666666666667,5.6,-999,堡林
2018-03-07 05,66.2083333333333,5.6,-999,堡林
2018-03-07 06,66.25,5.8,-999,堡林
2018-03-07 07,66.2916666666667,5.1,-999,堡林
2018-03-07 08,66.3333333333333,5.5,-999,堡林
2018-03-07 09,66.375,6.3,-999,堡林
2018-03-07 10,66.4166666666667,7.3,-999,堡林
2018-03-07 11,66.4583333333333,8.6,-999,堡林
2018-03-07 12,66.5,9.4,-999,堡林
2018-03-07 13,66.5416666666667,10.5,-999,堡林
2018-03-07 14,66.5833333333333,11.2,-999,堡林
2018-03-07 15,66.625,11.1,-999,堡林
2018-03-07 16,66.6666666666667,11,-999,堡林
2018-03-07 17,66.7083333333333,9.7,-999,堡林
2018-03-07 18,66.75,7.3,-999,堡林
2018-03-07 19,66.7916666666667,6.1,-999,堡林
2018-03-07 20,66.8333333333333,5.5,-999,堡林
2018-03-07 21,66.875,4.7,-999,堡林
2018-03-07 22,66.9166666666667,4.4,-999,堡林
2018-03-07 23,66.9583333333333,4.2,-999,堡林
2018-03-08 00,67,4.1,-999,堡林
2018-03-08 01,67.0416666666667,4.2,-999,堡林
2018-03-08 02,67.0833333333333,4.2,-999,堡林
2018-03-08 03,67.125,4.3,-999,堡林
2018-03-08 04,67.1666666666667,4.4,-999,堡林
2018-03-08 05,67.2083333333333,4.1,-999,堡林
2018-03-08 06,67.25,3.9,-999,堡林
2018-03-08 07,67.2916666666667,3.3,-999,堡林
2018-03-08 08,67.3333333333333,3.1,-999,堡林
2018-03-08 09,67.375,2.9,-999,堡林
2018-03-08 10,67.4166666666667,4.3,-999,堡林
2018-03-08 11,67.4583333333333,5.2,-999,堡林
2018-03-08 12,67.5,5.3,-999,堡林
2018-03-08 13,67.5416666666667,5.4,-999,堡林
